-33.83387443512812	-32.25703001762419
-31.856143651032625	-28.548779926866942
-34.82273982717585	-25.334963181544055
-35.81160521922361	-21.132279745352534
-39.51985043940265	-19.40176303633251
-41.74479757151007	-17.671246327312474
-44.95861009566524	-15.199079600141005
-45.700259139701046	-10.996396163949498
-44.95861009566524	-5.310412691455113
-41.99201391952201	-1.6021626006978948
-38.5309850473549	0.12835410832214222
-36.80047061127135	5.814337580816527
-34.57552347916392	8.7809376534223
-32.84500904308038	12.736404416896647
-30.62006191097295	13.725271107765238
-28.889547474889397	16.19743783493672
-25.428518602722292	17.927954543956744
-23.698004166638754	20.89455461656253
-21.225840686519376	23.366721343734
-17.023162770316475	24.85002138003688
-15.787081030256786	26.827754761774074
-13.067701202125491	28.80548814351124
-10.101105025982264	32.266521561551286
-3.9206963256838634	34.244254943288496
-3.426263629659985	36.22198832502568
0.5291979385309844	39.43580507034858
1.5180633305787268	41.90797179752005
2.5069287226264834	44.874571870125834
